Image,longitude,latitude,typology ,stories,Economic_Stratum
dd8ded81-39a2-4112-be52-e4dcbc0c19cb,"-75,564106","6,30627",MUR/LWAL/DNO,3,2
0b0f97ff-fc74-44fc-96cc-0a7cbfcc90da,"-75,572781","6,184565",CR/LFINF/DUC,10,3
f538d2dd-225a-4d97-a195-7aa236fa6d51,"-75,55459226","6,242973041",MUR/LWAL/DNO,2,2
45ac4994-ed86-42d2-817c-aa12a9f9084d,"-75,548586","6,235356",MUR/LWAL/DNO,3,2
7771abe1-6ae2-41c9-b81a-8d73d234763a,"-75,56173","6,267847",MUR/LWAL/DNO,1,1
b1e350f2-f70a-48f4-99fe-eb440e2faf0f,"-75,593671","6,223341",MCF/LWAL/DNO,3,2
d5dc5b76-7f99-4e04-bd96-6083b205963b,"-75,57","6,19",CR/LFINF/DUC,5,3
0101a085-552e-4594-95ba-680efb5ca749,"-75,568406","6,258601",CR/LFINF/DNO,4,2
e7126bcb-d176-43cd-87b3-d970f72b3e73,"-75,554279","6,278445",MUR/LWAL/DNO,2,2
6c41a715-645f-4afa-9505-3a0617e04e69,"-75,593079","6,265556",CR/LFINF/DNO,6,3
16f1aba1-b318-471b-9126-c03d70d7612b,"-75,61254","6,258044",MUR/LWAL/DNO,2,2
728b4904-aa6f-40de-9f62-66c8b4b4096c,"-75,585242","6,206221",MUR/LWAL/DNO,3,2
dadaedd9-1da8-4313-93d4-3c8ace703ccd,"-75,58","6,2",MUR/LWAL/DNO,2,3
c51ea3c5-2a8d-4fae-a6e0-d53a24085b99,"-75,592224","6,252832",CR/LFINF/DNO,6,2
44bb430f-05a6-41d8-a4e0-89bade33b4d2,"-75,539475","6,231414",MUR/LWAL/DNO,3,1
583bb155-6a02-4a21-917f-ca51c427d149,"-75,548456","6,272936",MUR/LWAL/DNO,3,1
14678267-df0e-4357-9942-1ab05fca2dde,"-75,602573","6,212622",MUR/LWAL/DNO,1,1
1908bc01-78be-461a-8cd4-ce44053c6008,"-75,597167","6,266436",MUR/LWAL/DNO,3,2
da9c41f7-9535-46f0-b9bc-d687f2d9f93a,"-75,599969","6,232152",MUR/LWAL/DNO,2,2
4b1dd9bc-cd2c-453c-a19d-a6fe828bd19a,"-75,568163","6,214426",CR/LFINF/DUC,12,3
2f3c365a-b924-4cfa-ba04-fcaee108fe36,"-75,558678","6,248161",CR/LWAL/DUC,13,2
0309ed1c-622b-44fc-b55e-407e751420ae,"-75,553454","6,26854",MUR/LWAL/DNO,2,2
3a1ff291-2f00-4796-af5f-e056fc8330af,"-75,615336","6,25158",CR/LFINF/DNO,4,2
d84fecce-65f1-4d32-b056-7125ee719ee2,"-75,600287","6,225083",MUR/LWAL/DNO,2,2
c87d6c1a-ef86-4dd4-a197-ea31e677cbff,"-75,608308","6,25137",MUR/LWAL/DNO,2,2
4e434374-6638-4eaf-ad6f-c95cb3c8edde,"-75,554231","6,282935",MUR/LWAL/DNO,2,2
c888a8da-799f-4cdc-aec9-266c569b6adc,"-75,583835","6,235404",MUR/LWAL/DNO,3,2
bf1780a3-0c13-41c9-afe6-77e1d461f938,"-75,558033","6,248951",CR/LDUAL/DUC,13,2
e49c0dee-16e9-4183-86d2-7957896b2419,"-75,560326","6,23402",MUR/LWAL/DNO,3,2
e64514c3-54ac-4e2a-9223-ca50d1450d97,"-75,595375","6,217826",MUR/LWAL/DNO,1,2
dacf3f9f-9e91-4f9a-9731-1018fb7870dd,"-75,596303","6,225245",MUR/LWAL/DNO,1,2
8b5ddecc-9bee-456f-a558-ed0a7213de4b,"-75,593554","6,226586",MUR/LWAL/DNO,3,2
6de38282-5b30-4459-97d5-c720f0948aaa,"-75,584558","6,211968",MUR/LWAL/DNO,2,2
728bea34-a1e8-4971-bee5-751828b245b0,"-75,593724","6,223555",MUR/LWAL/DNO,3,2
26e67244-a4fd-4fc4-a0bc-47c9602fea00,"-75,549761","6,234981",CR/LFINF/DUC,17,2
fa68f3ba-c3cb-43f8-b6e7-024ac195c9f1,"-75,598166","6,265605",MCF/LWAL/DNO,3,3
a040e13f-5112-4612-946f-7860b6c7155e,"-75,567938","6,28048",MUR/LWAL/DNO,3,1
c16dbe95-516e-45b0-8d86-7e20f516fb26,"-75,57","6,19",CR/LFINF/DUC,6,3
ab330ad3-9b7d-4e71-bd4e-8961ab04be42,"-75,59905407","6,279933522",MUR/LWAL/DNO,1,2
da981c17-c593-4dbd-a53a-cb9cc6d35eee,"-75,591872","6,229969",CR/LFINF/DNO,5,2
0b5e01a7-301a-45d1-96dc-72ff66b1205d,"-75,556072","6,266996",CR/LFINF/DNO,4,2
eb074ddb-1a8f-4119-a823-907164ae7958,"-75,558618","6,245319",CR/LFINF/DUC,9,2
ef298535-ec7f-4cf9-8daf-832b3c9ddd55,"-75,600101","6,23364",CR/LFINF/DNO,2,2
415bc2cc-f8e9-4668-9f6f-70273afbb6e3,"-75,583484","6,254716",MUR/LWAL/DNO,2,3
f10276f3-3bc4-449d-8f70-bda47726bda0,"-75,558624","6,306251",MUR/LWAL/DNO,3,1
24cb7fa5-7b2a-4dfe-9385-1636f66768b9,"-75,584252","6,283299",MUR/LWAL/DNO,2,1
9cf4c992-e62a-4f48-a731-8485b23fab9c,"-75,55216825","6,24122797",MCF/LWAL/DNO,4,2
615e90d9-340d-4e01-b0a6-f03bd6e69d32,"-75,54402","6,226883",MUR/LWAL/DNO,2,1
326cea37-c495-4341-a004-ccec236df4f0,"-75,55447933","6,24336362",MUR/LWAL/DNO,3,2
a5415a68-7722-467f-a6fc-66618a8a7b62,"-75,589851","6,245713",MR/LWAL/DNO,2,2
97e457d9-41a8-40c8-b61a-8732fe8a31e7,"-75,586836","6,251351",CR/LFINF/DNO,2,2
029c0cf3-7513-4824-8679-59ff070520f3,"-75,562527","6,235793",MUR/LWAL/DNO,3,2
4e0b10c0-b25a-45a6-bf5b-a7daa05ef22b,"-75,58124023","6,201359742",MUR/LWAL/DNO,2,2
5c663ec0-62c0-4d8b-9a2f-415e8a0d644f,"-75,582772","6,206265",MUR/LWAL/DNO,2,2
4e1b0138-edfa-4ee5-870f-0a2345897f96,"-75,557168","6,284786",MUR/LWAL/DNO,3,2
2261f011-8c99-4b36-8fa8-2a74e890dcdd,"-75,571581","6,213264",MUR/LWAL/DNO,2,2
c59cc6b5-5777-4a07-854f-faa2ca99b2f0,"-75,551325","6,271158",MUR/LWAL/DNO,2,2
767b3684-1494-42d4-b7a8-a96124075f06,"-75,573506","6,2903",MUR/LWAL/DNO,3,2
53b3b1f2-d6ca-4358-bacb-53e85bbe08e6,"-75,579562","6,187818",CR/LFINF/DUC,14,3
e4dba6a3-f23f-4f08-8e06-2c2b33596ee4,"-75,594556","6,234944",CR/LFINF/DNO,4,2
8d44bfc4-c04f-4f91-b8fd-2ae01b77d7db,"-75,554347","6,278044",MUR/LWAL/DNO,2,2
fe863fe1-8802-48fe-af5b-e02d6af49f92,"-75,556758","6,20808",CR/LDUAL/DUC,24,3
5186974c-4074-4c0f-a93c-e46d41a6cf60,"-75,598844","6,260558",MUR/LWAL/DNO,3,3
b5dfa92f-0b0e-4457-bb63-56e00685f399,"-75,564217","6,238496",MUR/LWAL/DNO,2,1
9d88df04-c031-4648-b7a9-05215ea1718a,"-75,604596","6,222928",MUR/LWAL/DNO,2,2
9f9c8850-cb6f-4b9d-8ba3-9123e689f5c9,"-75,56147","6,228151",MUR/LWAL/DNO,5,1
67cbfcd0-6199-483f-95a8-13df1287f8af,"-75,56843675","6,24196367",MUR/LWAL/DNO,2,2
a5e89db2-01fc-49ee-8631-9e1200ddd148,"-75,559641","6,249142",CR/LWAL/DUC,23,2
63428e15-ffdb-4882-afdc-96b8c203d6e0,"-75,611103","6,25271",MCF/LWAL/DUC,3,2
4fbaecef-5a8a-48b7-8c40-e788b70a17ed,"-75,552674","6,268419",MUR/LWAL/DNO,3,2
79fcc748-5d0f-4084-9b32-4d51a30844fc,"-75,560339","6,250553",CR/LWAL/DUC,15,2
75783533-da08-4638-82a9-2e3e9c2408fd,"-75,560623","6,233004",MUR/LWAL/DNO,2,2
edd17c90-b65f-4b45-b0cd-c446b0650a66,"-75,58532602","6,274807303",CR/LFINF/DUC,7,2
58c84599-d824-496c-b874-0732ca45035f,"-75,549596","6,267914",CR/LFINF/DNO,3,1
340cc0db-43f0-4fde-9a99-a0d3a9a0c20d,"-75,592924","6,250322",MUR/LWAL/DNO,1,2
ec454b09-9f62-415a-8656-3d3112fb7120,"-75,602721","6,256297",MUR/LWAL/DNO,1,2
0aee1ca4-36bf-4fc7-b72e-3d04fe9d5ba3,"-75,56516837","6,244073354",MUR/LWAL/DNO,3,2
0be46613-fbff-46da-bc50-c4670505498f,"-75,564979","6,25534",MUR/LWAL/DNO,2,2
43c519df-83d1-483c-9b97-df807c2138c7,"-75,571136","6,1961",CR/LDUAL/DUC,24,3
014bfe61-bb4a-4dc3-b24b-7589e9ef4989,"-75,595013","6,230567",CR/LFINF/DNO,4,2
950ac1cf-adfd-4668-b14e-fda9ccf15571,"-75,55317","6,306279",MUR/LWAL/DNO,2,1
99a3e6d3-ce4f-49f1-af43-9dae659127b2,"-75,568213","6,213919",CR/LFINF/DUC,10,3
3cafc8f1-1123-41d5-941e-d4f0dab95c02,"-75,55513309","6,262192117",MUR/LWAL/DNO,2,2
e4718019-c145-4249-b492-e4060a53d621,"-75,604025","6,229955",MUR/LWAL/DNO,2,3
1fb556db-4e7c-4334-a3ec-6ee1923b44f2,"-75,56501708","6,243985101",MUR/LWAL/DNO,3,2
a5235196-90c7-4dcc-bdaa-41f9b4898399,"-75,559612","6,284966",MUR/LWAL/DNO,2,2
2f4ce15d-341c-41a6-b6bd-ff457af44077,"-75,607472","6,229778",CR/LFINF/DUC,3,2
a77b4da0-1b3d-41e2-a407-0b266582e6a3,"-75,562105","6,228142",CR/LFINF/DNO,4,1
f516be0e-372f-45f0-859b-19617f9d7488,"-75,5563485","6,244513548",MCF/LWAL/DNO,2,2
42689bc3-f054-41fc-88a3-e609499edd4b,"-75,561132","6,233089",MUR/LWAL/DNO,3,2
20f6020f-b347-4aa9-9697-2b88a17f829f,"-75,548896","6,238618",CR/LFINF/DNO,6,2
fa5c965d-38bd-484c-ba52-8a2a5ae8a3a2,"-75,560293","6,228403",MUR/LWAL/DNO,2,1
bb8e4bb7-cdeb-4a86-805c-ae593e57e6e7,"-75,549602","6,276845",MUR/LWAL/DNO,1,1
c4f12ca4-3afa-4820-9110-253923de6733,"-75,56","6,18",MUR/LWAL/DNO,2,3
12ae8191-6a48-493a-85ad-e0db552babc6,"-75,557384","6,299286",MUR/LWAL/DNO,1,1
defe8ce1-9f5b-44e1-aec0-c6061a0e76a9,"-75,56152","6,238022",MUR/LWAL/DNO,3,2
7d86cf12-bcc1-4775-9e6c-57a3f2ce15d1,"-75,569723","6,263971707",CR/LWAL/DUC,16,2
399bee51-d2b0-490f-85ab-3298c9b56145,"-75,59721","6,24928",MUR/LWAL/DNO,2,2
c043dd2d-6d81-4b64-932c-e605d15950c8,"-75,606157","6,257143",MUR/LWAL/DNO,2,2
e51e440d-a867-41f4-ab9c-33eea647dc44,"-75,603718","6,229531",MUR/LWAL/DNO,2,3
bd5ed093-f482-4649-bdca-93cf4d7acff5,"-75,58976695","6,276326788",MUR/LWAL/DNO,4,2
4cb2a07e-ef07-43ee-a13c-f04307be8e85,"-75,593345","6,230452",MUR/LWAL/DNO,4,2
548a79fc-3055-4bc1-88f0-00faf82418a7,"-75,593973","6,220407",MUR/LWAL/DNO,3,2
4f95dee6-9aba-4ab8-a05d-1eae331bd39d,"-75,565481","6,23953",MUR/LWAL/DNO,3,1
ad0677ee-2128-4a23-b85a-a6eae8e896c5,"-75,553935","6,283071",MUR/LWAL/DNO,2,2
dd1528f4-8fde-4beb-9c7c-139077c4957f,"-75,590746","6,232938",MCF/LWAL/DUC,3,3
d17fc923-89e4-4451-b9c8-12a9efa20b59,"-75,585102","6,254078",MUR/LWAL/DNO,3,3
900670af-062b-43c2-9a8b-ce865d510bd5,"-75,579175","6,187982",CR/LDUAL/DUC,24,3
6fb6dad1-6e55-438b-8663-9ab007617359,"-75,553031","6,306252",MUR/LWAL/DNO,3,1
6c221f31-4bd9-4cfc-adf7-eb780d18a690,"-75,597752","6,250641",CR/LFINF/DNO,4,2
891f2875-a6f4-4f77-9fe9-16cba17f31df,"-75,563005","6,307431",MUR/LWAL/DNO,3,2
229d2686-339d-42d2-8c66-3d30ed386bc9,"-75,544112","6,287377",MUR/LWAL/DNO,2,1
9f093b2b-60dd-46d0-959a-3dc19a69149a,"-75,598664","6,263294",MUR/LWAL/DNO,2,3
78e42fd9-4340-4490-b25c-ec0bb3066e88,"-75,548416","6,273316",MUR/LWAL/DNO,4,1
00dcd220-b766-4ce3-b456-03442ce20cc5,"-75,585725","6,211726",MUR/LWAL/DNO,3,2
50a6d499-e69b-4223-aa66-2fd68479f20f,"-75,595613","6,232734",MUR/LWAL/DNO,1,2
837c450c-8581-41e6-9086-843c4cb4d6eb,"-75,585799","6,244012",CR/LFINF/DUC,7,2
1085e62c-4749-4545-902f-1cb5c57fd167,"-75,600632","6,254985",MUR/LWAL/DNO,1,2
4b9bd60f-a367-4e45-ae76-0aebe134ee5e,"-75,598656","6,230902",MUR/LWAL/DNO,3,2
2962f190-5114-4064-948c-8bd3cf0fe480,"-75,59723","6,252349",MUR/LWAL/DNO,2,2
b65cd7ed-ec08-4e2f-85c9-d80beb5e6a48,"-75,597608","6,250841",MUR/LWAL/DNO,2,2
f5c81dc7-144c-4f6b-9c30-4a857b760256,"-75,56","6,2",CR/LDUAL/DUC,22,3
b9f4ea51-a2eb-4d0d-b294-0576e91621e1,"-75,579935","6,273766",CR/LFINF/DNO,4,2
b4a3b9a1-d886-4010-acb1-c132643e8a76,"-75,558544","6,237629",MUR/LWAL/DNO,3,2
a7df7aea-ba4e-4db7-a298-a37417057c37,"-75,556304","6,265548",MUR/LWAL/DNO,3,2
62f90be7-5cb2-459a-b3e6-62aeeca39e4e,"-75,563561","6,21216",MR/LWAL/DNO,2,3
98469b2f-f8cd-4cd3-964e-8a08519f4f2d,"-75,57","6,21",CR/LFINF/DNO,2,3
26a565b2-ad66-44bb-9493-9e593957eb19,"-75,553699","6,280478",MUR/LWAL/DNO,4,2
b26b51ae-4ed2-453b-94ea-5638b168c71b,"-75,584247","6,247428",MCF/LWAL/DNO,3,2
215cd778-a41e-47db-8951-183195ab9c43,"-75,566424","6,302558",MUR/LWAL/DNO,3,2
010e7926-8a25-4a65-a020-b357540ec3c4,"-75,561262","6,237216",CR/LFINF/DNO,3,2
9441579a-d92b-41fe-b16e-5eb1b1b2acc5,"-75,55","6,19",CR/LDUAL/DUC,23,3
7bc11db0-1789-4144-aa4f-330d534fdca3,"-75,58039","6,192756",CR/LFINF/DNO,2,3
02da8fbd-f13a-45df-aac1-386d5c553888,"-75,560048","6,284822",MUR/LWAL/DNO,1,2
f3f657ec-4fad-4776-a34f-ab6b1d3c2dfc,"-75,59482697","6,274821038",MUR/LWAL/DNO,1,2
4544f7b1-934e-4371-b9e4-6c5610fdf30f,"-75,55423","6,282548",MUR/LWAL/DNO,2,2
27eebc4a-f077-4648-8c6f-22f15f3cb772,"-75,613619","6,23266",MUR/LWAL/DNO,2,1
df846cd2-45af-4618-81d8-b4a758ae66c5,"-75,592353","6,233625",MUR/LWAL/DNO,2,3
2c888ee7-b95b-4659-856a-a14c8989d9bc,"-75,605951","6,22894",CR/LFINF/DNO,4,2
80200962-8e78-4847-8881-4982fa74f617,"-75,603975","6,223016",CR/LFINF/DNO,4,2
69b5bf59-c244-4bf2-9c0f-c4decdc93183,"-75,56158524","6,243175995",MUR/LWAL/DNO,3,2
a1e68dbe-057a-439c-a740-0c6842c31fd3,"-75,594264","6,223465",MUR/LWAL/DNO,2,2
7ad316fe-c93a-465c-aacf-f8ca9c846b36,"-75,595355","6,243037",CR/LFINF/DUC,7,3
2988648a-73dc-4dcc-9705-e7a206d1bd89,"-75,573484","6,287259",MUR/LWAL/DNO,3,2
81298db8-39e2-4078-81ea-d1a79df68efc,"-75,58992499","6,276249653",MUR/LWAL/DNO,1,2
d9541368-aa34-46b8-900d-05e82919f97b,"-75,608123","6,250017",MUR/LWAL/DNO,2,2
51ae75c6-7a3a-4a5a-9499-117d3624cbe0,"-75,57293","6,290123",MUR/LWAL/DNO,2,2
e631525a-b125-4330-a777-4afae1327a48,"-75,581135","6,187935",CR/LFINF/DUC,16,3
5d7045f9-c41b-4e57-bf92-8cde83701523,"-75,558914","6,238526",MUR/LWAL/DNO,2,2
aceea058-3aa4-4c2e-990c-cb3372115107,"-75,55258","6,273269",MUR/LWAL/DNO,3,2
76956871-bc8d-4ec1-a2c0-9006dcbad667,"-75,59749","6,249311",CR/LFINF/DNO,3,2
8219b425-2aaf-4a75-b1e7-8e4465fa2321,"-75,585661","6,233314",CR/LFINF/DNO,6,2
ce3d156c-bb38-44fc-8f6a-cd8261f88429,"-75,602815","6,255741",CR/LFINF/DNO,3,2
2afd8a39-51d8-4d9e-8034-d9eb7b1a9b1a,"-75,59729","6,24928",CR/LFINF/DNO,2,2
68586337-6bec-45a1-bc02-529583d4f1f8,"-75,561873","6,236511",MUR/LWAL/DNO,2,2
faa49e0c-839e-4b6e-b5ac-d8733e093af7,"-75,555896","6,266743",MUR/LWAL/DNO,1,2
f6ccb33c-3e16-4748-9f39-5bc71bfdb064,"-75,601052","6,251498",MUR/LWAL/DNO,3,2
7132f920-db0f-464c-a444-d5879716e9e6,"-75,550188","6,266698",CR/LFINF/DNO,3,1
4aeedcc8-ff15-4863-a60e-7192b41adf23,"-75,56483","6,284514",MUR/LWAL/DNO,2,1
fdc14a4e-9930-4572-85de-516641e32af0,"-75,609173","6,248905",MUR/LWAL/DNO,2,2
41e58351-b957-4f45-bfb4-23ed835e51ae,"-75,542533","6,226577",CR/LFINF/DNO,3,1
cc310263-f885-41ec-8995-64f8748c566d,"-75,561057","6,234125",MUR/LWAL/DNO,3,2
6f0be023-b230-44a7-bced-1ee2e40b7605,"-75,586301","6,222707",MUR/LWAL/DNO,2,2
85609ec8-3a2f-488c-9750-4dee9fd421a5,"-75,563668","6,2449551",CR/LFINF/DUC,21,2
17339a11-92ad-4a7c-bbe8-6b7ab6cf40e4,"-75,55383601","6,24287329",MCF/LWAL/DUC,4,2
6856cb02-ad50-421a-be55-fc14e90e945a,"-75,586642","6,259953",CR/LFINF/DNO,4,2
c4231247-5ac5-41b5-a54e-2870159b9383,"-75,586976","6,222867",MUR/LWAL/DNO,3,2
668b0afd-7aa5-4c28-ade3-ca6bca80772d,"-75,592738","6,221834",MUR/LWAL/DNO,1,2
e8415ce3-2391-46bc-8d64-8906fe1d8c3c,"-75,586744","6,222801",CR/LFINF/DNO,4,2
ef6078f6-d838-48a5-9aab-3b06ca892745,"-75,59570959","6,275483138",MUR/LWAL/DNO,2,2
56d2fd12-5e41-4b56-971e-01c4760b3e57,"-75,59365","6,217438",MUR/LWAL/DNO,1,2
ffdf0e1d-4239-4c62-8198-9264171a7cf3,"-75,604432","6,231691",MUR/LWAL/DNO,2,2
78e3f72f-854d-45a2-890a-e14b0a3a20a0,"-75,56","6,21",CR/LFINF/DUC,8,3
d99c0bd7-65e4-4e59-bb11-0d2abce288f4,"-75,594865","6,227341",MUR/LWAL/DNO,1,2
63ab7e95-b393-40cc-a828-f4a3a3d2bb59,"-75,607399","6,230457",CR/LFINF/DNO,3,2
76698bf5-0348-467f-a173-a0d61e55b1f3,"-75,58","6,19",CR/LFINF/DNO,2,3
aeb31921-fc6b-49f3-9ff4-ca7de24d100c,"-75,555725","6,271214",MUR/LWAL/DNO,2,2
ccfaa9b8-2058-4334-aa6a-b5f5fd77f81f,"-75,548595","6,271885",MUR/LWAL/DNO,1,1
1f2cff9b-9777-4ae9-ab1c-5ac32f6ac9c2,"-75,56795478","6,263511816",CR/LFINF/DUC,21,2
f40eac12-5fa7-460c-b83a-312bfd54dd5a,"-75,563037","6,27681",MUR/LWAL/DNO,3,1
aafe3f4c-d1a3-4590-a044-54d6bfde19e0,"-75,55272261","6,241370621",CR/LFINF/DUC,3,2
9d70b87f-490b-4005-a2c0-b4faa2a1c818,"-75,566796","6,203804",CR/LFINF/DUC,24,3
601bb76c-ddb1-46dc-b014-67f364de817f,"-75,604985","6,247525",MUR/LWAL/DNO,2,3
feb501e6-5b76-4dc4-95b4-b4de70b08145,"-75,595509","6,251738",MUR/LWAL/DNO,2,3
839286a2-beb8-47a9-a3e8-96139f2631d3,"-75,571567","6,213314",MUR/LWAL/DNO,3,2
76a9ecbe-5aad-4b29-8b72-b75ef49728bd,"-75,55071632","6,241510447",MUR/LWAL/DNO,3,2
8642d445-701c-4d97-bfd6-271a5c7ae3c5,"-75,558375","6,306261",MUR/LWAL/DNO,4,1
8c0cfee9-13c0-4fbd-9c14-c77fef5daef5,"-75,55496757","6,262357167",CR/LFINF/DNO,3,2
30bb1b6e-d5cd-440d-b717-673e176fb630,"-75,586235","6,246405",CR/LFINF/DUC,7,2
cea833a0-c967-426f-b923-87d0e4ca1da5,"-75,585542","6,210437",MUR/LWAL/DNO,2,2
1c375a56-fadd-4c39-852e-4960365049b2,"-75,584933","6,210109",MUR/LWAL/DNO,4,2
25239e6c-2ac6-498e-88bf-9b66043f4026,"-75,586517","6,233355",MCF/LWAL/DUC,3,2
4e664a19-0555-43ec-900d-ccd524fa0d91,"-75,598881","6,236528",CR/LFINF/DUC,4,3
ff1f9899-f068-4053-af27-4f409736d426,"-75,563379","6,253203",CR/LFINF/DNO,5,2
691d94d6-5208-4677-9fee-ca1b23245b6d,"-75,585785","6,211597",MUR/LWAL/DNO,3,2
37dc7c07-f003-49e0-be1e-129173ec1b4a,"-75,605846","6,234715",MUR/LWAL/DNO,2,3
3dece23f-829a-4c4a-8336-a614ecbd8cdd,"-75,598678","6,231436",CR/LFINF/DUC,4,2
b519eae7-e51c-40c2-b755-92f63ec6b84f,"-75,570846","6,181268",CR/LFINF/DNO,5,3
89c721c6-e1e2-491d-9dbf-2c0d3a0d6520,"-75,613615","6,23278",MUR/LWAL/DNO,2,1
eec914a5-d131-42df-857a-7a641922386f,"-75,597937","6,238161",CR/LFINF/DUC,13,3
f29b3b89-c6d2-4942-a121-acb8f099d685,"-75,57","6,19",MUR/LWAL/DNO,2,3
5eb0f457-7b2f-4ec1-b264-ec194240b11a,"-75,556661","6,259943",MCF/LWAL/DNO,3,2
a63595de-ebd9-45e4-8702-2096a86161f1,"-75,593541","6,223321",MUR/LWAL/DNO,2,2
ca116fca-9483-4fcb-b2c6-a7ace483a61a,"-75,548744","6,236307",MUR/LWAL/DNO,2,2
9284b48d-1a9a-4872-aef8-5ffe067588a7,"-75,587285","6,252661",CR/LFINF/DUC,8,2
cebd69c0-3280-4c9a-8ecb-af45c0736f91,"-75,587867","6,279851",CR/LFINF/DUC,7,1
7e11feb4-c79c-4ddb-8a68-c32acc55e9fe,"-75,586421","6,252255",MUR/LWAL/DNO,2,2
fd8ac33b-9808-4293-8f97-723624f3c208,"-75,55669512","6,24506619",MUR/LWAL/DNO,2,2
9732d90d-b25d-4cd7-9b3d-e92e58ee3dbb,"-75,553121","6,306272",MUR/LWAL/DNO,2,1
bf5d5656-1f9b-405c-86d1-99c1cd75459c,"-75,598659","6,250554",CR/LFINF/DNO,3,2
6cbb4305-e709-42c0-9e62-ecc65b40e944,"-75,612408","6,249477",MUR/LWAL/DNO,1,2
6c49017a-248b-4ce2-a369-9d50d6338548,"-75,559614","6,285216",MUR/LWAL/DNO,1,2
43ae11b7-46d1-4648-bff8-13548893ec2e,"-75,591294","6,251534",MUR/LWAL/DNO,2,2
4fba6867-8082-477b-a027-0d556c50c558,"-75,558404","6,247877",CR/LWAL/DUC,21,2
9371fb1a-4e14-49ba-a636-e94c479fabf7,"-75,56","6,2",CR/LFINF/DNO,6,3
ab0abff9-fdbd-448b-8184-67dcc2052898,"-75,568838","6,238854",MUR/LWAL/DNO,2,3
8d6197ee-d5ed-4fdf-9c1b-82f6ea1e77cb,"-75,591388","6,234204",MCF/LWAL/DUC,2,3
57da7f95-65a4-4d67-8c73-0dffd40b395a,"-75,599813","6,234618",MUR/LWAL/DNO,2,2
faa84175-c8db-4dc4-8f19-b4904766c221,"-75,58344","6,23525",CR/LFINF/DUC,4,2
3d0fc16c-5a81-4adf-a0a0-209ad93cdd23,"-75,573531","6,285051",MUR/LWAL/DNO,4,2
826d67d4-d587-417b-aff8-f796b1156fac,"-75,57040201","6,261259497",MUR/LWAL/DNO,2,2
b0e7e59c-b564-4a22-a348-231abb035257,"-75,58531","6,226572",MCF/LWAL/DUC,5,2
a2b3c1de-29df-4f87-aded-3ea8a267c821,"-75,56979586","6,240087837",MCF/LWAL/DNO,5,2
6e38966e-ad08-40ad-ac5a-2fe888a186e7,"-75,545397","6,22832",MR/LWAL/DNO,3,1
7640355a-b4dd-46dc-ba97-322c83a78135,"-75,555826","6,287144",MUR/LWAL/DNO,2,2
5180bb7f-1c86-4dd8-8bc0-df6174b27155,"-75,561809","6,310643",MUR/LWAL/DNO,3,2
b2990bb5-d531-4e72-b05f-ef860925595b,"-75,56","6,19",CR/LFINF/DUC,12,3
1daf40ef-e31f-4bcb-b41c-07a842099571,"-75,599161","6,233662",MUR/LWAL/DNO,3,2
0d002693-f142-4c98-89cc-d5ff11486b60,"-75,605526","6,255631",CR/LFINF/DNO,3,2
df478ff0-e4b2-49ff-93fc-920f3a199573,"-75,58273","6,244101",CR/LFINF/DNO,1,3
2b532b5b-10ea-4363-a65a-78a201c141b5,"-75,607873","6,252294",CR/LFINF/DNO,5,2
d2566528-f291-4ef7-bbb2-3aa9c46be8b2,"-75,56339575","6,262616906",MUR/LWAL/DNO,2,2
0c83013c-66c8-4c28-8282-5939dd035a4d,"-75,609189","6,254837",MUR/LWAL/DNO,2,2
f53286fd-3c10-458a-a690-96b6b8f66816,"-75,559676","6,288029",MUR/LWAL/DNO,3,2
4d282518-f1a1-4537-aff1-46d1bc1bc94a,"-75,5826563","6,2015859",MUR/LWAL/DNO,3,2
ce17b8e9-3800-4adf-9bc6-a4d86b0dc69b,"-75,550479","6,23803",MUR/LWAL/DNO,2,2
db9afb83-8457-4fe5-a737-28025244f1b8,"-75,54881","6,23596",MUR/LWAL/DNO,1,2
a31144be-cff2-43bb-99af-937de3252b5e,"-75,555933","6,272409",MUR/LWAL/DNO,1,2
8864681b-4e76-49a0-93c7-9ab8c04a4fa9,"-75,56074488","6,258572532",CR/LFINF/DNO,5,2
56f9f902-3423-4a77-8833-4f7080b44c72,"-75,606462","6,230305",CR/LFINF/DNO,5,2
35e4aa8d-6ca9-4e9f-a2ab-3f69ef47de76,"-75,588558","6,20846",MR/LWAL/DNO,2,2
46a8278a-b33b-47dd-b763-54fc4240ae1d,"-75,575646","6,188433",MCF/LWAL/DUC,1,3
c4721662-60cf-4956-8fbb-8500e51fcd32,"-75,551662","6,274302",MUR/LWAL/DNO,3,2
17291902-344f-42bd-999b-2051ef462dfa,"-75,584573","6,205965",MUR/LWAL/DNO,4,2
81b151ac-9154-4040-a555-0e970da04cda,"-75,567247","6,242262",MUR/LWAL/DNO,1,1
7a873ccc-4131-4833-afa1-c35d70223504,"-75,582958","6,257782",MUR/LWAL/DNO,2,2
cc0eb5f4-9c49-4f2d-8c26-f44ec0864e03,"-75,592314","6,252593",MUR/LWAL/DNO,1,2
7d943989-d552-4ec7-ad3a-42712ff992bf,"-75,578491","6,274317",MCF/LWAL/DNO,5,2
c0b694cc-6814-4404-9070-026c5babfc0b,"-75,604308","6,242369",MUR/LWAL/DNO,2,3
8f220911-a824-47ee-b51d-1885ee8d1556,"-75,598602","6,230461",MUR/LWAL/DNO,1,2
